log_yy,log_number,log_sequence,issued_date,scope_of_work_desc,proposed_usc,bpr_use_desc,proposed_units,neighborhood,x_coordinate,y_coordinate,comments,existing_use_code,existing_use,current_units,application_received_date,multiple_use_code,bpr_multiple_use_desc,project_name,address,maplot,EE_year_issued,EE_housingtype,EE_housingmixtype,lat,lng
15,3425,1,7/10/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Harlow Neighbors,4250618,888856,New Single Family with attached Garage,9100,Vacant Land,0,6/24/15 13:17,NA,NA,NA,1182 REGENCY DR,1.70321E+12,2015,Single Family Detached,Single Family,44.0776333,-123.0529753
15,3515,1,7/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4242994,891748,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,6/26/15 15:49,NA,NA,NA,1972 GILHAM RD,1.70317E+12,2015,Single Family Detached,Single Family,44.084824,-123.082119
15,3665,1,7/29/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4229979,901485,New single family dwelling with attached garage,9100,Vacant Land,0,7/2/15 14:55,NA,NA,NA,83 GRIZZLY AVE,1.70411E+12,2015,Single Family Detached,Single Family,44.1100166,-123.1262733
15,3709,1,7/29/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231171,901545,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,7/6/15 13:34,NA,NA,NA,522 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,3771,1,7/31/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4248305,897268,New single family dwelling with attached garage,9100,Vacant Land,0,7/7/15 17:02,NA,NA,NA,75 HILL VIEW LANE 1,1.70309E+12,2015,Single Family Detached,Single Family,44.1000621,-123.0618468
15,3853,1,7/28/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4225593,903680,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,7/10/15 14:09,NA,NA,NA,939 IRVINGTON DR,1.70403E+12,2015,Single Family Detached,Single Family,44.1157063,-123.1491893
15,4063,1,8/4/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231120,901733,New single family dwelling with attached garage,9100,Vacant Land,0,7/17/15 15:33,NA,NA,NA,515 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,4202,1,8/13/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4221945,902695,New Single Family Dwelling with two car attached garage,9100,Vacant Land,0,7/23/15 14:38,NA,NA,NA,3486 CABERNET LN,1.7041E+12,2015,Single Family Detached,Single Family,44.1127271,-123.1622514
15,4270,1,8/26/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Active Bethel Citizens,4212562,892610,New single family dwelling with attached garage,9100,Vacant Land,0,7/27/15 14:41,NA,NA,NA,5553 TRADITION ALY,1.7042E+12,2015,Single Family Detached,Single Family,44.0843307,-123.1976541
15,4497,1,9/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southwest Hills Neighborhood Association,4235792,860036,New single family dwelling with attached garage,9100,Vacant Land,0,8/5/15 10:52,NA,NA,NA,255 W 52ND AVE,1.80318E+12,2015,Single Family Detached,Single Family,43.9969256,-123.103249
15,4756,1,9/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4230035,901475,New single family dwelling with attached garage,9100,Vacant Land,0,8/14/15 11:44,NA,NA,NA,87 GRIZZLY AVE,1.70411E+12,2015,Single Family Detached,Single Family,44.1100166,-123.1262733
15,4757,1,9/14/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4242864,897390,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,8/14/15 12:26,NA,NA,NA,2016 LAKE SHORE DR,1.70308E+12,2015,Single Family Detached,Single Family,44.1003372,-123.0829612
15,4803,1,9/21/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Fairmount Neighbors,4247122,870944,"New Single Family Dwelling with attached Garage.Erosion Permit #15-04804-01",9100,Vacant Land,0,8/17/15 15:39,NA,NA,NA,2821 CENTRAL BLVD,1.80304E+12,2015,Single Family Detached,Single Family,44.0279457,-123.0637537
15,5053,1,10/21/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4244664,899829,New single family dwelling with attached garage,9100,Vacant Land,0,8/25/15 14:45,NA,NA,NA,2259 LATHEN WAY,1.70308E+12,2015,Single Family Detached,Single Family,,
15,5054,1,10/21/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4244731,900015,New single family dwelling with attached garage,9100,Vacant Land,0,8/25/15 15:05,NA,NA,NA,2289 LATHEN WAY,1.70308E+12,2015,Single Family Detached,Single Family,,
15,5124,1,12/1/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4242811,900229,New single family dwelling with attached garage,9100,Vacant Land,0,8/27/15 16:21,NA,NA,NA,1950 STERLING PARK PL,1.70308E+12,2015,Single Family Detached,Single Family,44.1081775,-123.0820313
15,5310,1,10/7/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4242989,891689,New Single Family Dwelling with attached Garage,9100,Vacant Land,0,9/4/15 14:42,NA,NA,NA,1966 GILHAM RD,1.70317E+12,2015,Single Family Detached,Single Family,44.0845256,-123.0812943
15,5373,1,10/6/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246274,895884,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,9/9/15 14:43,NA,NA,NA,3045 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,5442,1,10/8/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231459,901538,New single family dwelling with attached garage,9100,Vacant Land,0,9/11/15 13:53,NA,NA,NA,548 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,5459,1,10/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4224620,894890,New single family dwelling with attached garage,9100,Vacant Land,0,9/11/15 15:33,NA,NA,NA,1851 ALLEA DR,1.70415E+12,2015,Single Family Detached,Single Family,44.0909345,-123.1515182
15,5607,1,12/15/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4253250,871786,New single family dwelling with attached garage,9100,Vacant Land,0,9/17/15 14:09,NA,NA,NA,3655 SNOWBERRY RD,1.80303E+12,2015,Single Family Detached,Single Family,44.0301976,-123.0417141
15,5612,1,10/5/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Unknown,NA,NA,New single family dwelling with attached garage,9100,Vacant Land,0,9/18/15 10:34,NA,NA,NA,877 OAKWAY RD,1.7032E+12,2015,Single Family Detached,Single Family,44.071496,-123.0785607
15,5730,1,11/4/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4242909,900353,New single family dwelling with attached garage,9100,Vacant Land,0,9/22/15 16:06,NA,NA,NA,3857 NICOLE WAY,1.70308E+12,2015,Single Family Detached,Single Family,,
15,5831,1,10/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225164,895646,New single family dwelling with attached garage,9100,Vacant Land,0,9/25/15 13:35,NA,NA,NA,1910 DEBRA SUE CT,1.70415E+12,2015,Single Family Detached,Single Family,44.0943341,-123.1500356
15,5868,1,12/1/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4253150,871682,New single family dwelling with attached garage,9100,Vacant Land,0,9/28/15 14:31,NA,NA,NA,3635 SNOWBERRY RD,1.80303E+12,2015,Single Family Detached,Single Family,44.0301976,-123.0417141
15,6014,1,11/23/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4245786,886145,New Single Family Dwelling with attached Garage and (2) wastewater drylines for future lots.,9100,Vacant Land,0,10/2/15 14:06,NA,NA,NA,2365 PIONEER PIKE,1.7032E+12,2015,Single Family Detached,Single Family,44.0699284,-123.070369
15,6031,1,10/22/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246400,895805,New single family dwelling with attached garage,9100,Vacant Land,0,10/5/15 10:02,NA,NA,NA,3055 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,6033,1,10/22/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246442,895800,New single family dwelling w/ attached garage,9100,Vacant Land,0,10/5/15 10:17,NA,NA,NA,3059 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,6089,1,10/16/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231356,901467,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,10/6/15 11:31,NA,NA,NA,544 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,6090,1,10/16/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231454,901465,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,10/6/15 11:36,NA,NA,NA,546 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,6216,1,10/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Friendly Area Neighbors,4236422,873189,Replace single family dwelling damaged by fire,1111,Single Family Dwelling,0,10/12/15 11:07,NA,NA,NA,2384 MONROE ST,1.80306E+12,2015,Single Family Detached,Single Family,44.033302,-123.104501
15,6326,1,11/24/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4243703,886883,New single family dwelling with attached garage,9100,Vacant Land,0,10/16/15 10:47,NA,NA,NA,871 OAKWAY RD,1.7032E+12,2015,Single Family Detached,Single Family,44.0714729,-123.0785611
15,6362,1,11/12/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225223,895643,New Single Family Dwelling with attached Garage.,9100,Vacant Land,0,10/19/15 13:35,NA,NA,NA,1906 DEBRA SUE CT,1.70415E+12,2015,Single Family Detached,Single Family,44.094292,-123.1500533
15,6460,1,12/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4253611,872068,New single family dwelling with attached garage,9100,Vacant Land,0,10/22/15 13:50,NA,NA,NA,2611 CASCARA DR,1.80303E+12,2015,Single Family Detached,Single Family,44.0310699,-123.0392347
15,6468,1,11/4/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231923,900676,New single family dwelling with attached garage,9100,Vacant Land,0,10/22/15 16:27,NA,NA,NA,541 SILVER MEADOWS DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1080079,-123.1248479
15,6585,1,12/4/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4225216,907068,New single family dwelling with detached garage,9410,Vacant Shop or Office,0,10/27/15 12:13,NA,NA,NA,4355 HYACINTH ST,1.70403E+12,2015,Single Family Detached,Single Family,44.1250144,-123.1513078
15,6595,1,11/16/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231094,901605,New single family dwelling with attached garage,9100,Vacant Land,0,10/27/15 14:50,NA,NA,NA,514 WEDGEWOOD DR,1.70411E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,6646,1,11/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Unknown,NA,NA,New single family dwelling with attached garage,9100,Vacant Land,0,10/28/15 16:45,NA,NA,NA,3838 STERLING WOODS DR,1.70308E+12,2015,Single Family Detached,Single Family,44.1076552,-123.0826634
15,6757,1,12/10/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Northeast Neighbors,4246547,895828,New Single Family Dwelling with attached Garage,9100,Vacant Land,0,11/3/15 14:11,NA,NA,NA,3071 GUADALUPE WAY,1.70317E+12,2015,Single Family Detached,Single Family,44.0960296,-123.0696623
15,6818,1,11/19/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Southeast Neighbors,4240636,860519,New single family dwelling with attached garage,9100,Vacant Land,0,11/5/15 12:03,NA,NA,NA,474 E 53RD AVE,1.80317E+12,2015,Single Family Detached,Single Family,43.9990719,-123.0865818
15,7076,1,12/9/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226090,893320,New single family dwelling with attached garage,NA,NA,0,11/17/15 15:13,NA,NA,NA,951 PENNINGTON CT,1.70414E+12,2015,Single Family Detached,Single Family,,
15,7077,1,12/9/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4225994,893323,"New single family dwelling with attached garagethe sap number above does not match the record",9100,Vacant Land,0,11/17/15 15:19,NA,NA,NA,963 PENNINGTON CT,1.70414E+12,2015,Single Family Detached,Single Family,,
15,7097,1,12/9/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4224497,894899,New Single Family Dwelling with attached garage.,9100,Vacant Land,0,11/18/15 12:46,NA,NA,NA,1891 ALLEA DR,1.70415E+12,2015,Single Family Detached,Single Family,44.0914589,-123.1515554
15,7104,1,12/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Cal Young Neighborhood Association,4242902,891707,New single family dwelling with attached garage,9100,Vacant Land,0,11/18/15 15:02,NA,NA,NA,1934 LEMMING AVE,1.70317E+12,2015,Single Family Detached,Single Family,44.0838508,-123.0850826
15,7138,1,12/28/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Laurel Hill Valley Citizens,4253199,871737,"New Construction - Single Family Residential with attached Garage.**Erosion Prevention Permit = 15-05910-01",9100,Vacant Land,0,11/20/15 9:16,NA,NA,NA,3645 SNOWBERRY RD,1.80303E+12,2015,Single Family Detached,Single Family,44.0301976,-123.0417141
15,7190,1,12/11/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,River Road Community Organization,4226473,893292,"New Single Family Dwelling with attached Garage**New Electrical Permit 16-01101-01",9100,Vacant Land,0,11/23/15 14:43,NA,NA,NA,907 PENNINGTON CT,1.70414E+12,2015,Single Family Detached,Single Family,,
15,7208,1,12/22/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4226759,904399,New single family dwelling with attached garage,9100,Vacant Land,0,11/24/15 9:56,NA,NA,NA,3740 PATRICIA ST,1.70402E+12,2015,Single Family Detached,Single Family,44.1180478,-123.1447472
15,7210,1,12/29/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231375,901720,New Single Family Dwelling with Attached Garage,9100,Vacant Land,0,11/24/15 9:58,NA,NA,NA,543 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,7284,1,12/29/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4231265,901546,New single family dwelling with attached garage,9100,Vacant Land,0,11/30/15 15:33,NA,NA,NA,528 WEDGEWOOD DR,1.70412E+12,2015,Single Family Detached,Single Family,44.1108831,-123.1288617
15,7368,1,12/18/15 0:00,New Single Family Dwelling,1111,Single Family Dwelling,1,Santa Clara Community Organization,4222017,902719,New Single Family Dwelling with 2 car attached garage.,9100,Vacant Land,0,12/3/15 11:06,NA,NA,NA,3490 CABERNET LN,1.7041E+12,2015,Single Family Detached,Single Family,44.112775,-123.1622768
